"date_exported","data_stage","project","site_id","site_type","hole_id_proposedprev","start_depth","end_depth","planneddepth","easting","northing","height","mine_rl","coordsys","date_started","date_completed","hole_status","survey_type","survey_method","date_surveyed","surveyed_by","drilling_contractor","rigid","prospect","zonearea","target","purpose","purposedetail","logged_by","logged_date","comments"
"2022-09-06","P","TujuhBukit","GTD-17-606","DD","BW-08_newBW",0,70.2,70,174522.405,9045160.766,382.803,5382.803,"WGS84_50S","2017-08-18","2017-08-20","Completed","SURVEYED","dGPS","2017-08-28","AG","Indodrill","ID1800","Tumpang Pitu","B West","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-607","DD","BW-09",0,80,60,174522.405,9045160.766,382.803,5382.803,"WGS84_50S","2017-08-20","2017-08-21","Completed","SURVEYED","dGPS","2017-08-28","AG","Indodrill","ID1800","Tumpang Pitu","B West","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-608","DD","A-03",0,166.8,175,174210.31,9046453.107,283.875,5283.875,"WGS84_50S","2017-08-22","2017-08-27","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID500","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-609","DD","BW-11",0,90.6,80,174525.194,9045128.026,374.434,5374.434,"WGS84_50S","2017-08-24","2017-08-25","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID1800","Tumpang Pitu","B West","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-610","DD","BW-10",0,83,80,174525.194,9045128.026,374.434,5374.434,"WGS84_50S","2017-08-26","2017-08-28","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID1800","Tumpang Pitu","B West","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-611","DD","A-01",0,130.4,120,174210.31,9046453.107,283.875,5283.875,"WGS84_50S","2017-08-29","2017-08-31","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID500","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","IW",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-612","DD","BW-12",0,121.1,80,174525.194,9045128.026,374.434,5374.434,"WGS84_50S","2017-08-28","2017-08-30","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID1800","Tumpang Pitu","B West","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-613","DD","BW-13",0,72,60,174525.194,9045128.026,374.434,5374.434,"WGS84_50S","2017-08-30","2017-08-31","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID1800","Tumpang Pitu","B West","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-614","DD","A-07b",0,95.6,70,174351.537,9046471.256,328.757,5328.757,"WGS84_50S","2017-09-02","2017-09-04","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID500","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-615","DD","A-20",0,71,60,174164.35,9046882.524,385.816,5385.816,"WGS84_50S","2017-09-04","2017-09-05","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-616","DD","A-08b",0,114.4,70,174351.537,9046471.256,328.757,5328.757,"WGS84_50S","2017-09-05","2017-09-07","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID500","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","IW",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-617","DD","A-19",0,73.6,60,174127.946,9046852.22,383.19,5383.19,"WGS84_50S","2017-09-06","2017-09-08","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-618","DD","A-04b",0,96.5,100,174351.537,9046471.256,328.757,5328.757,"WGS84_50S","2017-09-08","2017-09-11","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID500","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","IW",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-619","DD","A-13",0,78.5,60,174119.748,9046938.215,367.479,5367.479,"WGS84_50S","2017-09-08","2017-09-13","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-620","DD","C-3",0,147.1,100,173965.972,9045859.753,271.954,5271.954,"WGS84_50S","2017-09-12","2017-09-16","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","IW",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-621","DD","A-12",0,62.2,60,174072.087,9046910.704,363.901,5363.901,"WGS84_50S","2017-09-13","2017-09-15","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","PR",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-622","DD","A-16",0,75.1,60,174089.015,9046841.102,370.437,5370.437,"WGS84_50S","2017-09-15","2017-09-17","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID500","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","PR",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-623","DD","C-13_new",0,141,100,173965.972,9045859.753,271.954,5271.954,"WGS84_50S","2017-09-16","2017-09-23","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-624","DD","A-17b",0,120,100,174089.015,9046841.102,370.437,5370.437,"WGS84_50S","2017-09-17","2017-09-20","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","PR",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-625","DD","A-18",0,78,60,174090.431,9046819.622,369.994,5369.994,"WGS84_50S","2017-09-21","2017-09-22","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-626","DD","A-11",0,99.1,125,174028.727,9046770.968,327.253,5327.253,"WGS84_50S","2017-09-23","2017-09-27","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-627","DD","C-14_new",0,102.9,100,173965.972,9045859.753,271.954,5271.954,"WGS84_50S","2017-09-23","2017-09-26","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-628","DD","C-11_new",0,70.5,60,173774.187,9046245.518,172.257,5172.257,"WGS84_50S","2017-09-30","2017-10-02","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-629","DD","A-15",0,99.4,80,174000.658,9046768.823,314.311,5314.311,"WGS84_50S","2017-09-27","2017-09-30","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-630","DD","A-14",0,130,130,174000.658,9046768.823,314.311,5314.311,"WGS84_50S","2017-09-30","2017-10-04","Completed","SURVEYED","dGPS","2017-10-17","AG","Indodrill","ID1800","Tumpang Pitu","A","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-631","DD","C-10_new",0,60.4,60,173753.006,9046264.219,163.272,5163.272,"WGS84_50S","2017-10-04","2017-10-06","Completed","SURVEYED","dGPS","2017-10-11","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-632","DD","C-1",0,113.7,100,173954.827,9045793.058,262.299,5262.299,"WGS84_50S","2017-10-07","2017-10-09","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-633","DD","C-7",0,58,60,173618.674,9046291.756,138.504,5138.504,"WGS84_50S","2017-10-11","2017-10-13","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-634","DD","C-13",0,104,90,173954.827,9045793.058,262.299,5262.299,"WGS84_50S","2017-10-11","2017-10-13","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-635","DD","C-16",0,83.9,100,173954.827,9045793.058,262.299,5262.299,"WGS84_50S","2017-10-14","2017-10-16","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-636","DD","C-9_new",0,69,55,173620.712,9046245.778,149.289,5149.289,"WGS84_50S","2017-10-16","2017-10-19","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-637","DD","C-2",0,104.8,100,173925.474,9045821.697,270.671,5270.671,"WGS84_50S","2017-10-17","2017-10-20","Completed","SURVEYED","dGPS","2017-11-18","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","AM",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-638","DD","C-6",0,62.3,60,173582.432,9046312.36,135.568,5135.568,"WGS84_50S","2017-10-21","2017-10-23","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","VA",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-639","DD","C-4",0,110.5,100,173899.957,9045854.484,271.825,5271.825,"WGS84_50S","2017-10-21","2017-10-24","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","IW",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-640","DD","C-15",0,100.5,80,173979.623,9045774.431,246.309,5246.309,"WGS84_50S","2017-10-24","2017-10-27","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","IW",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-641","DD","C-5",0,71.4,60,173530.851,9046317.629,147.39,5147.39,"WGS84_50S","2017-10-25","2017-10-27","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID500","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","PR",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-642","DD","C-14",0,97,100,173979.623,9045774.431,246.309,5246.309,"WGS84_50S","2017-10-27","2017-10-29","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","PR",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-643","DD","C-17",0,130.7,80,173979.623,9045774.431,246.309,5246.309,"WGS84_50S","2017-10-29","2017-11-03","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","ResourceDevelopment","OXP-Infill drilling","PR",NULL,NULL
"2022-09-06","P","TujuhBukit","GTD-17-644","DD","C-8",0,69.5,69.5,173575.897,9046259.791,155.802,5155.802,"WGS84_50S","2017-10-05","2017-10-27","Completed","SURVEYED","dGPS","2017-11-09","AG","Indodrill","ID1800","Tumpang Pitu","C","HSAuAg","Exploration","Geotechnical Investigation UHGZ Decline","PR","2017-11-10",NULL
"2022-09-06","P","TujuhBukit","GTD-17-645","DD","GTD-17-645 wedge 1",0,878.1,950,175040.888,9046282.431,325.315,5325.315,"WGS84_50S","2017-12-12","2018-02-17","Completed","SURVEYED","dGPS","2017-11-20","JW","Indodrill","ID1800","Tumpang Pitu","A","PorphCuAu","Exploration","UHGZ confirmation by directional drilling  ","IW","2020-08-27",NULL
